image1,image2,label
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00038.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00039.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00081.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00086.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00020.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00053.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00046.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00081.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00038.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00085.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00051.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00022.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00055.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00068.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00099.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00034.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00054.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00051.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00078.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00021.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00049.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00093.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00085.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00095.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00083.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00074.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00099.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00025.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00080.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00045.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00017.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00095.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00074.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00086.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00066.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00093.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00011.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00046.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00040.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00070.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00095.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00088.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00015.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00033.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00074.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00073.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00061.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00092.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00098.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00058.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00035.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00072.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00088.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00031.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00089.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00027.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00075.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00019.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00049.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00021.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00023.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00054.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00088.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00019.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00020.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00044.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00036.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00026.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00037.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00015.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00050.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00045.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00086.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00096.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00079.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00040.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00089.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00075.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00092.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00067.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00095.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00078.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00027.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00066.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00042.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00098.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00050.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00020.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00025.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00025.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00017.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00083.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00028.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00033.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00041.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00029.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00099.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00017.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00094.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00021.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00068.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00028.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00062.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00016.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00041.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00044.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00093.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00090.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00053.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00049.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00022.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00062.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00054.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00038.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00055.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00029.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00059.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00094.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00078.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00085.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00050.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00074.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00076.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00044.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00051.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00052.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00048.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00084.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00085.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00052.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00043.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00067.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00069.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00079.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00033.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00017.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00088.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00069.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00060.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00074.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00081.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00015.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00091.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00064.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00068.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00061.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00094.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00014.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00063.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00064.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00041.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00017.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00063.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00026.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00013.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00027.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00050.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00024.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00050.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00037.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00093.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00014.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00057.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00042.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00053.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00068.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00056.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00019.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00032.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00085.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00072.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00075.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00037.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00062.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00048.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00047.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00010.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00013.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00048.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00087.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00055.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00052.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00041.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00063.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00050.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00034.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00075.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00059.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00099.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00070.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00042.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00095.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00035.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00080.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00087.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00082.png,0
